author_id,tweet_id,time_zone,utc_offset,access
2596413645,991752334626586624,Pacific Time (US & Canada),-25200,2018-05-02 19:11:15
941680316506411009,991385657972084737,Pacific Time (US & Canada),-25200,2018-05-02 19:17:18
22153676,991603649540427776,Berlin,7200,2018-05-02 19:17:18
870200407,991758548760702976,Amsterdam,7200,2018-05-02 19:17:18
870200407,991760008357531648,Amsterdam,7200,2018-05-02 19:23:06
954124423,991717019887329280,Atlantic Time (Canada),-10800,2018-05-02 19:25:49
286812557,991760692054282240,Pacific Time (US & Canada),-25200,2018-05-02 19:25:49
25073877,991669454823141376,Eastern Time (US & Canada),-14400,2018-05-02 19:26:15
738153522277945344,991760801097641984,Pacific Time (US & Canada),-25200,2018-05-02 19:26:15
2574890250,991760544557359104,Pacific Time (US & Canada),-25200,2018-05-02 19:29:05
365854454,991761874843648000,Beijing,28800,2018-05-02 19:30:31
487834443,991617533194227712,Amsterdam,7200,2018-05-02 19:31:18
526110917,991759556983316482,Riga,10800,2018-05-02 19:34:20
302111485,991431269513756672,Eastern Time (US & Canada),-14400,2018-05-02 19:37:16
897619242,991763619661697024,London,3600,2018-05-02 19:37:27
738153522277945344,991751532424060929,Pacific Time (US & Canada),-25200,2018-05-02 19:43:09
3344944154,991765054134669312,Central Time (US & Canada),-18000,2018-05-02 19:43:09
954124423,991717019887329280,Atlantic Time (Canada),-10800,2018-05-02 19:43:12
828115979758661632,991765188322910208,Pacific Time (US & Canada),-25200,2018-05-02 19:43:41
92460378,991686117186469889,Atlantic Time (Canada),-10800,2018-05-02 19:45:26
4764985268,847219249106112517,Midway Island,-39600,2018-05-02 19:47:58
90064632,991766266267492353,Istanbul,10800,2018-05-02 19:47:58
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 19:49:21
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 19:49:21
2892418731,991766614390530048,Pacific Time (US & Canada),-25200,2018-05-02 19:49:21
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 19:53:45
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 19:53:45
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 19:55:36
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 19:55:36
3575833755,991768187267100673,Pacific Time (US & Canada),-25200,2018-05-02 19:55:36
57039681,991431323716857857,Istanbul,10800,2018-05-02 19:56:04
740683594633355265,991450765154807808,Pacific Time (US & Canada),-25200,2018-05-02 19:56:04
702303494053634049,991726590445826048,Pacific Time (US & Canada),-25200,2018-05-02 19:56:42
57734851,991769072277782529,Pacific Time (US & Canada),-25200,2018-05-02 19:59:07
828115979758661632,991771555297296384,Pacific Time (US & Canada),-25200,2018-05-02 20:08:59
2596413645,991752334626586624,Pacific Time (US & Canada),-25200,2018-05-02 20:11:18
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-02 20:21:34
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 20:22:37
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 20:22:37
416188366,991774986233839616,Madrid,7200,2018-05-02 20:22:37
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-02 20:27:38
1370971824,991776248711000064,Eastern Time (US & Canada),-14400,2018-05-02 20:27:38
869193235918454786,991314489885839360,Pacific Time (US & Canada),-25200,2018-05-02 20:27:57
761709748614037504,991776328390184960,Pacific Time (US & Canada),-25200,2018-05-02 20:27:57
869193235918454786,991742425734569985,Pacific Time (US & Canada),-25200,2018-05-02 20:29:34
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 20:30:14
1641619117,991776903026675712,Pacific Time (US & Canada),-25200,2018-05-02 20:30:14
869193235918454786,987417286679121925,Pacific Time (US & Canada),-25200,2018-05-02 20:40:47
204176679,991779558025084928,Pacific Time (US & Canada),-25200,2018-05-02 20:40:47
4764985268,991747918095880193,Midway Island,-39600,2018-05-02 20:42:12
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 20:42:43
595205792,991780044560388097,Brasilia,-10800,2018-05-02 20:42:43
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 20:46:03
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 20:46:22
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 20:46:22
4118915187,991780963104493569,Pacific Time (US & Canada),-25200,2018-05-02 20:46:22
738153522277945344,991751532424060929,Pacific Time (US & Canada),-25200,2018-05-02 20:48:30
738153522277945344,991751532424060929,Pacific Time (US & Canada),-25200,2018-05-02 20:49:33
954124423,991732943654703104,Atlantic Time (Canada),-10800,2018-05-02 20:53:29
51712493,991782754072358913,Brasilia,-10800,2018-05-02 20:53:29
1183512104,991783127386345476,Baghdad,10800,2018-05-02 20:54:58
4764985268,739904334079643653,Midway Island,-39600,2018-05-02 20:55:48
4764985268,991747130967588865,Midway Island,-39600,2018-05-02 20:58:09
2967680506,991783928502669312,Pacific Time (US & Canada),-25200,2018-05-02 20:58:09
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 20:58:26
851212839691976704,991783999797374976,Brasilia,-10800,2018-05-02 20:58:26
487834443,991617533194227712,Amsterdam,7200,2018-05-02 20:59:05
346612013,991770495614939137,London,3600,2018-05-02 20:59:05
963508481780322304,991671768862658561,Istanbul,10800,2018-05-02 21:00:29
420629175,991701817460494336,Greenland,-7200,2018-05-02 21:00:29
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 21:02:33
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 21:02:33
3013136483,991785035773640705,Dublin,3600,2018-05-02 21:02:33
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-02 21:03:17
26538229,991785562158895106,Eastern Time (US & Canada),-14400,2018-05-02 21:05:22
339233372,991413256714641410,Eastern Time (US & Canada),-14400,2018-05-02 21:06:58
869193235918454786,991766516315115522,Pacific Time (US & Canada),-25200,2018-05-02 21:06:58
25073877,991690248399794176,Eastern Time (US & Canada),-14400,2018-05-02 21:08:06
745980963411267587,991786432501960704,Pacific Time (US & Canada),-25200,2018-05-02 21:08:06
311118058,991664937457070080,Amsterdam,7200,2018-05-02 21:13:52
384428299,991787883706093568,Istanbul,10800,2018-05-02 21:13:52
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-02 21:14:48
364610603,991788118612164609,America/Los_Angeles,-25200,2018-05-02 21:14:48
63110096,991644818173546496,Istanbul,10800,2018-05-02 21:18:27
1648905578,991789037148045312,Hawaii,-36000,2018-05-02 21:18:27
869193235918454786,986287511927443457,Pacific Time (US & Canada),-25200,2018-05-02 21:21:02
97885429,991789687265267712,Istanbul,10800,2018-05-02 21:21:02
3298302672,991775888290340865,Pacific Time (US & Canada),-25200,2018-05-02 21:24:25
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-02 21:25:00
18118505,991791572265193473,Quito,-18000,2018-05-02 21:29:28
2492460663,991791809578848258,Pacific Time (US & Canada),-25200,2018-05-02 21:29:28
326003773,991708914029940736,Eastern Time (US & Canada),-14400,2018-05-02 21:33:31
997894658,991792828786397184,Edinburgh,3600,2018-05-02 21:33:31
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-02 21:34:05
869193235918454786,989537339516047361,Pacific Time (US & Canada),-25200,2018-05-02 21:34:08
311118058,991370480962691072,Amsterdam,7200,2018-05-02 21:40:19
218078497,991787572337823744,Istanbul,10800,2018-05-02 21:40:28
285994737,991789265989324800,Eastern Time (US & Canada),-14400,2018-05-02 21:40:28
339281879,991795920000962560,Pacific Time (US & Canada),-25200,2018-05-02 21:45:48
4764985268,991773192611090433,Midway Island,-39600,2018-05-02 21:46:02
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-02 21:47:20
3089898207,991796305889517568,Mountain Time (US & Canada),-21600,2018-05-02 21:47:20
955730343021219840,991746850184224768,Pacific Time (US & Canada),-25200,2018-05-02 21:47:25
11325152,991796326860902400,Pacific Time (US & Canada),-25200,2018-05-02 21:47:25
4764985268,991796880404369409,Midway Island,-39600,2018-05-02 21:49:42
4764985268,991796901472296960,Midway Island,-39600,2018-05-02 21:49:42
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-02 21:49:58
301754043,991796968568643584,Buenos Aires,-10800,2018-05-02 21:49:58
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-02 21:52:17
869193235918454786,988874737672744962,Pacific Time (US & Canada),-25200,2018-05-02 21:53:32
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-02 21:58:57
4764985268,712620572249890816,Midway Island,-39600,2018-05-02 22:03:45
4764985268,991797923322134528,Midway Island,-39600,2018-05-02 22:03:45
1569194448,991800437274742790,Athens,10800,2018-05-02 22:03:45
954124423,929124219383840769,Atlantic Time (Canada),-10800,2018-05-02 22:13:22
487834443,991617533194227712,Amsterdam,7200,2018-05-02 22:14:37
962800985180721152,991802799628476416,Pacific Time (US & Canada),-25200,2018-05-02 22:16:01
526110917,991803524282494981,Riga,10800,2018-05-02 22:16:01
2459717767,991803876612374528,London,3600,2018-05-02 22:17:25
487834443,991597941289881600,Amsterdam,7200,2018-05-02 22:21:36
1575521048,991804929374408704,Pacific Time (US & Canada),-25200,2018-05-02 22:21:36
2596413645,991804155122536449,Pacific Time (US & Canada),-25200,2018-05-02 22:21:53
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-02 22:24:34
243726128,991806419862212608,Central Time (US & Canada),-18000,2018-05-02 22:28:36
878352770985807873,991806690952728576,Lisbon,3600,2018-05-02 22:28:36
92460378,991730160763207680,Atlantic Time (Canada),-10800,2018-05-02 22:36:28
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-02 22:36:53
1889899296,989172931182784512,Tokyo,32400,2018-05-02 22:38:27
869193235918454786,991314587461939200,Pacific Time (US & Canada),-25200,2018-05-02 22:39:12
2960532245,991809358555172864,Pacific Time (US & Canada),-25200,2018-05-02 22:39:12
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 22:40:37
3226948667,991809715079434242,Brasilia,-10800,2018-05-02 22:40:37
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 22:41:15
714280902,991809874437685248,Monterrey,-18000,2018-05-02 22:41:15
487834443,991634554250199043,Amsterdam,7200,2018-05-02 22:44:36
487834443,991617533194227712,Amsterdam,7200,2018-05-02 22:45:10
224609329,991669134734823429,Istanbul,10800,2018-05-02 22:45:12
282055947,991595052957929473,Amsterdam,7200,2018-05-02 22:46:58
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 22:48:53
2962172531,991811795429052416,Pacific Time (US & Canada),-25200,2018-05-02 22:48:53
869193235918454786,990917102566600704,Pacific Time (US & Canada),-25200,2018-05-02 22:49:36
946127206509527040,991811975779835904,Pacific Time (US & Canada),-25200,2018-05-02 22:49:36
22703645,991479768993402881,Eastern Time (US & Canada),-14400,2018-05-02 22:50:33
494829052,991812214876028928,Pacific Time (US & Canada),-25200,2018-05-02 22:50:33
869193235918454786,991314489885839360,Pacific Time (US & Canada),-25200,2018-05-02 22:52:35
92460378,991724707799076865,Atlantic Time (Canada),-10800,2018-05-02 22:56:49
2200055569,991813791926104064,Pacific Time (US & Canada),-25200,2018-05-02 22:56:49
872403805148553216,991735673437605888,Pacific Time (US & Canada),-25200,2018-05-02 22:58:07
724984265994285056,991814119073476608,Central America,-21600,2018-05-02 22:58:07
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-02 23:06:05
605731629,991816123946545153,Pacific Time (US & Canada),-25200,2018-05-02 23:06:05
248829087,991431284571467776,Athens,10800,2018-05-02 23:08:15
970812182,991816669239574528,Athens,10800,2018-05-02 23:08:15
4764985268,991816833681575936,Midway Island,-39600,2018-05-02 23:13:43
2983714610,991818044971286529,Amsterdam,7200,2018-05-02 23:13:43
723206253296640000,991773059492253702,Pacific Time (US & Canada),-25200,2018-05-02 23:14:45
326003773,991708914029940736,Eastern Time (US & Canada),-14400,2018-05-02 23:19:55
1728451099,991750218612985856,Pacific Time (US & Canada),-25200,2018-05-02 23:20:53
326003773,991708914029940736,Eastern Time (US & Canada),-14400,2018-05-02 23:23:49
869193235918454786,991314587461939200,Pacific Time (US & Canada),-25200,2018-05-02 23:25:23
248829087,991802695890735104,Athens,10800,2018-05-02 23:41:24
869193235918454786,991742389214765057,Pacific Time (US & Canada),-25200,2018-05-02 23:55:17
3244598766,991828505557057536,Pacific Time (US & Canada),-25200,2018-05-02 23:55:17
487834443,991617533194227712,Amsterdam,7200,2018-05-03 00:05:48
869193235918454786,991742425734569985,Pacific Time (US & Canada),-25200,2018-05-03 00:08:25
3323960308,991831810639302656,Pacific Time (US & Canada),-25200,2018-05-03 00:08:25
869193235918454786,991314489885839360,Pacific Time (US & Canada),-25200,2018-05-03 00:18:54
248829087,991802695890735104,Athens,10800,2018-05-03 00:19:53
1100079385,991834696354091014,Central Time (US & Canada),-18000,2018-05-03 00:19:53
1480212992,991644924973125633,Istanbul,10800,2018-05-03 00:30:02
863105632576180228,991837493946470401,Pacific Time (US & Canada),-25200,2018-05-03 00:31:00
15738333,991699853523718147,Eastern Time (US & Canada),-14400,2018-05-03 00:43:49
92460378,991840719349297153,Atlantic Time (Canada),-10800,2018-05-03 00:43:49
847735496633536512,991433449704747008,London,3600,2018-05-03 00:44:52
963508481780322304,991671768862658561,Istanbul,10800,2018-05-03 00:50:31
420629175,991701817460494336,Greenland,-7200,2018-05-03 00:50:31
914008442364248065,991842405467934725,Pacific Time (US & Canada),-25200,2018-05-03 00:50:31
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 00:56:35
704391334128394240,991723805092478976,Pacific Time (US & Canada),-25200,2018-05-03 00:58:00
327610738,991852604115357696,Central Time (US & Canada),-18000,2018-05-03 01:33:13
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-03 01:36:23
360308302,991853948184268800,Eastern Time (US & Canada),-14400,2018-05-03 01:36:23
591505507,991853539570868224,Pacific Time (US & Canada),-25200,2018-05-03 01:36:29
2596413645,991853973370847233,Pacific Time (US & Canada),-25200,2018-05-03 01:36:29
326003773,991843945968644097,Eastern Time (US & Canada),-14400,2018-05-03 01:48:50
98996662,991858255747002369,Eastern Time (US & Canada),-14400,2018-05-03 01:53:30
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-03 02:02:55
1374607968,991860625512062976,Eastern Time (US & Canada),-14400,2018-05-03 02:02:55
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 02:12:52
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 02:23:27
2596413645,991719202208690177,Pacific Time (US & Canada),-25200,2018-05-03 02:27:30
18118505,991791572265193473,Quito,-18000,2018-05-03 02:29:32
843124666931822592,991561969470787584,Pacific Time (US & Canada),-25200,2018-05-03 02:35:33
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 02:49:32
954124423,990439126540390400,Atlantic Time (Canada),-10800,2018-05-03 02:50:07
2596413645,991752334626586624,Pacific Time (US & Canada),-25200,2018-05-03 02:56:17
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 03:04:35
1690876802,991876144436625408,America/New_York,-14400,2018-05-03 03:04:35
869193235918454786,985349652831768576,Pacific Time (US & Canada),-25200,2018-05-03 03:06:07
547524046,991876530321084416,Hanoi,25200,2018-05-03 03:06:07
897619242,991875009604812800,London,3600,2018-05-03 03:06:16
2173508552,991876568090796032,Eastern Time (US & Canada),-14400,2018-05-03 03:06:16
92460378,991724707799076865,Atlantic Time (Canada),-10800,2018-05-03 03:16:34
92460378,991724707799076865,Atlantic Time (Canada),-10800,2018-05-03 03:20:26
963106200,991596953149628417,Istanbul,10800,2018-05-03 03:38:40
806465743957225474,991886470829883392,Pacific Time (US & Canada),-25200,2018-05-03 03:45:37
326003773,991843945968644097,Eastern Time (US & Canada),-14400,2018-05-03 03:48:37
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-03 03:51:30
2879420413,991887951427653632,Pacific Time (US & Canada),-25200,2018-05-03 03:51:30
724984265994285056,991891348822212609,Central America,-21600,2018-05-03 04:05:00
18118505,991781703248117761,Quito,-18000,2018-05-03 04:17:10
580829419,991894410626400257,Pretoria,7200,2018-05-03 04:17:10
31270875,991844747386937344,America/Detroit,-14400,2018-05-03 04:19:35
738153522277945344,991895018800529408,Pacific Time (US & Canada),-25200,2018-05-03 04:19:35
98996662,991751495484919808,Eastern Time (US & Canada),-14400,2018-05-03 04:19:43
2532821389,991798147339956224,Istanbul,10800,2018-05-03 04:24:40
2897665331,991896243461910528,Bucharest,10800,2018-05-03 04:24:40
526110917,991896298096943104,Riga,10800,2018-05-03 04:24:40
1442695026,991899708061863937,Jakarta,25200,2018-05-03 04:38:13
92460378,991735077385199616,Atlantic Time (Canada),-10800,2018-05-03 05:18:24
723206253296640000,991773059492253702,Pacific Time (US & Canada),-25200,2018-05-03 05:20:39
287843201,991660402244108289,America/Los_Angeles,-25200,2018-05-03 05:26:45
811487629732519936,991911921883398145,Pacific Time (US & Canada),-25200,2018-05-03 05:26:45
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 05:27:09
4764985268,991747130967588865,Midway Island,-39600,2018-05-03 05:34:52
2565653759,991913964484399104,Athens,10800,2018-05-03 05:34:52
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-03 05:42:53
1493827735,991916191676620800,Pacific Time (US & Canada),-25200,2018-05-03 05:43:43
869193235918454786,991314489885839360,Pacific Time (US & Canada),-25200,2018-05-03 05:50:30
599782570,991917898733010944,Kuala Lumpur,28800,2018-05-03 05:50:30
